N	F0	PER	d0	v0	collision
5	-2	0.400000	4.294000	45	0
4	-4	0.240000	7.990000	51	0
5	-2	0.350000	4.734000	61	0
7	-2	0.330000	8.609000	44	0
8	-3	0.450000	4.556000	89	0
3	-5	0.340000	7.465000	18	0
6	-6	0.360000	8.146000	52	0
3	-2	0.420000	8.015000	10	0
6	-3	0.450000	8.769000	45	0
5	-7	0.340000	8.577000	60	0
5	-5	0.340000	8.395000	10	0
3	-7	0.300000	6.526000	37	0
4	-4	0.210000	5.333000	51	0
7	-1	0.470000	5.619000	44	0
4	-5	0.410000	7.878000	65	0
4	-2	0.390000	7.873000	50	0
5	-8	0.480000	8.663000	54	0
6	-7	0.440000	4.313000	81	0
4	-7	0.220000	5.490000	39	0
4	-4	0.350000	8.121000	15	0
3	-8	0.490000	7.126000	46	0
6	-6	0.340000	7.968000	70	0
5	-1	0.370000	7.346000	29	0
7	-7	0.320000	5.454000	15	0
7	-7	0.250000	7.691000	76	0
3	-8	0.410000	6.058000	48	0
5	-7	0.260000	4.836000	55	0
3	-1	0.210000	5.468000	82	0
6	-3	0.480000	5.368000	12	0
7	-5	0.220000	7.180000	38	0
4	-6	0.200000	8.396000	50	0
4	-4	0.420000	4.511000	80	0
5	-6	0.270000	8.282000	87	0
5	-2	0.480000	6.681000	26	0
4	-7	0.400000	5.489000	81	0
3	-3	0.400000	7.198000	36	0
7	-7	0.290000	7.812000	16	0
4	-6	0.230000	5.048000	77	0
5	-7	0.360000	5.176000	13	0
4	-4	0.380000	5.925000	49	0
7	-4	0.400000	6.610000	44	0
8	-8	0.340000	8.888000	65	1
5	-7	0.380000	5.518000	27	0
3	-7	0.320000	5.242000	87	1
4	-8	0.290000	4.314000	81	0
7	-7	0.490000	7.030000	25	0
7	-1	0.280000	4.332000	26	0
7	-5	0.220000	6.586000	88	0
5	-4	0.200000	5.076000	48	0
4	-5	0.460000	7.453000	59	0
7	-1	0.420000	5.014000	53	0
4	-8	0.350000	4.759000	74	0
6	-8	0.350000	6.860000	51	0
6	-7	0.430000	6.174000	16	0
8	-3	0.250000	6.494000	16	0
7	-2	0.340000	7.272000	59	0
6	-6	0.430000	5.372000	52	0
7	-1	0.390000	5.658000	57	0
6	-3	0.230000	8.985000	41	0
7	-1	0.410000	7.300000	84	0
4	-7	0.310000	5.206000	53	0
3	-4	0.430000	4.934000	87	1
7	-6	0.330000	7.840000	55	0
8	-6	0.250000	6.674000	30	0
3	-4	0.250000	8.982000	19	0
4	-5	0.230000	7.257000	88	0
6	-2	0.350000	4.878000	24	0
4	-5	0.490000	4.451000	87	1
7	-8	0.380000	7.496000	66	0
6	-8	0.200000	5.354000	67	0
3	-7	0.340000	5.307000	32	0
6	-3	0.280000	7.550000	53	0
3	-1	0.300000	5.568000	77	0
5	-6	0.380000	8.652000	70	0
4	-6	0.430000	7.794000	31	0
8	-6	0.440000	4.943000	10	0
7	-4	0.380000	5.166000	54	0
3	-6	0.410000	5.331000	17	0
7	-2	0.400000	4.224000	40	0
7	-7	0.440000	8.157000	30	0
3	-3	0.330000	8.369000	28	0
6	-2	0.200000	7.846000	70	0
6	-5	0.390000	5.513000	53	0
4	-2	0.200000	4.940000	88	0
8	-7	0.330000	5.073000	24	0
4	-4	0.320000	5.079000	89	0
3	-8	0.390000	4.581000	65	0
6	-2	0.490000	8.766000	74	0
4	-5	0.320000	6.622000	34	0
4	-6	0.280000	4.571000	11	0
8	-3	0.370000	7.673000	43	0
4	-3	0.440000	4.659000	58	0
4	-6	0.370000	6.900000	79	0
7	-3	0.290000	5.332000	72	0
8	-1	0.460000	4.010000	56	0
6	-4	0.480000	7.041000	41	1
6	-6	0.290000	6.235000	63	0
4	-6	0.380000	7.030000	67	0
8	-8	0.230000	5.426000	52	0
3	-8	0.230000	7.519000	30	0
7	-7	0.350000	6.161000	46	0
3	-8	0.440000	8.475000	35	0
5	-5	0.320000	4.026000	14	0
6	-5	0.280000	7.005000	30	0
6	-4	0.370000	7.791000	33	0
7	-5	0.350000	8.979000	85	0
6	-5	0.290000	8.731000	26	0
6	-5	0.460000	5.500000	44	0
8	-7	0.350000	8.377000	12	0
8	-8	0.300000	4.302000	37	0
6	-3	0.280000	4.892000	15	0
6	-2	0.370000	7.791000	76	0
4	-6	0.370000	4.505000	72	0
3	-6	0.260000	7.203000	30	0
8	-4	0.430000	6.272000	36	0
8	-3	0.420000	7.273000	37	1
6	-7	0.330000	8.199000	69	0
8	-7	0.380000	6.968000	49	1
3	-5	0.270000	6.570000	54	0
6	-5	0.450000	8.340000	31	0
3	-1	0.230000	7.028000	70	0
6	-3	0.380000	7.886000	81	0
5	-6	0.360000	6.778000	64	0
7	-6	0.390000	8.439000	11	0
7	-5	0.420000	8.986000	36	0
8	-4	0.350000	8.712000	57	0
7	-3	0.480000	4.965000	75	0
5	-6	0.310000	4.914000	14	0
8	-3	0.440000	7.139000	88	0
8	-1	0.410000	7.424000	53	0
7	-2	0.210000	4.330000	47	0
8	-2	0.320000	5.842000	46	0
3	-5	0.250000	5.182000	85	0
3	-4	0.490000	7.028000	71	0
8	-7	0.390000	7.624000	50	0
3	-8	0.260000	4.406000	80	0
4	-3	0.260000	8.808000	87	0
8	-2	0.460000	4.024000	32	0
6	-7	0.240000	6.720000	15	0
8	-6	0.330000	4.232000	55	0
3	-5	0.430000	7.547000	58	1
3	-4	0.490000	7.609000	66	0
7	-8	0.380000	5.673000	45	0
7	-3	0.310000	5.416000	66	0
8	-7	0.250000	7.658000	87	1
5	-2	0.270000	5.302000	10	0
4	-8	0.230000	8.458000	37	0
3	-4	0.340000	7.471000	35	0
3	-4	0.240000	8.078000	15	0
3	-6	0.480000	7.042000	19	0
6	-2	0.450000	8.400000	81	0
4	-6	0.260000	4.910000	13	0
8	-1	0.350000	7.412000	52	0
6	-4	0.490000	4.893000	58	1
7	-6	0.290000	6.986000	23	0
8	-2	0.370000	7.376000	84	0
7	-2	0.270000	7.583000	41	0
5	-5	0.310000	5.931000	39	0
8	-5	0.490000	7.739000	57	1
8	-8	0.210000	8.254000	54	0
6	-3	0.210000	5.568000	83	0
4	-3	0.390000	4.846000	61	0
3	-4	0.260000	4.116000	12	0
3	-5	0.280000	4.434000	25	0
4	-7	0.300000	7.068000	67	0
3	-5	0.200000	7.478000	76	0
7	-4	0.390000	5.177000	20	0
5	-8	0.350000	5.660000	76	0
6	-7	0.310000	6.307000	24	0
8	-3	0.200000	8.609000	79	0
4	-6	0.360000	6.777000	39	0
4	-4	0.250000	4.691000	48	0
8	-2	0.470000	8.298000	38	0
3	-6	0.270000	4.020000	46	0
6	-8	0.280000	7.667000	49	0
5	-8	0.450000	4.428000	66	0
5	-5	0.380000	4.990000	77	0
6	-7	0.340000	5.671000	25	0
8	-5	0.220000	8.526000	73	0
5	-7	0.220000	5.853000	22	0
7	-6	0.360000	5.785000	27	0
5	-2	0.420000	5.253000	42	0
7	-2	0.250000	5.601000	82	0
7	-8	0.230000	4.480000	65	0
5	-7	0.470000	6.328000	11	0
8	-2	0.320000	5.079000	17	0
7	-5	0.300000	8.947000	40	0
3	-8	0.230000	6.179000	61	0
7	-8	0.240000	4.633000	13	0
7	-5	0.390000	7.573000	82	0
7	-7	0.280000	5.482000	10	0
8	-3	0.220000	5.251000	32	0
6	-2	0.300000	8.515000	35	0
7	-5	0.440000	5.950000	80	1
3	-5	0.240000	4.578000	70	0
8	-8	0.450000	4.800000	54	0
5	-5	0.210000	5.979000	78	0
7	-7	0.490000	6.964000	65	0
7	-3	0.330000	6.540000	62	0
8	-2	0.260000	6.235000	82	0
3	-4	0.440000	5.358000	10	0
6	-2	0.200000	7.307000	77	0
3	-8	0.220000	7.451000	40	0
3	-5	0.350000	5.676000	52	0
5	-2	0.280000	4.396000	17	0
8	-4	0.220000	6.057000	46	0
7	-5	0.270000	5.014000	36	0
6	-8	0.250000	6.402000	19	0
5	-6	0.360000	5.622000	69	0
4	-6	0.320000	8.211000	23	0
5	-3	0.230000	8.344000	52	0
7	-3	0.450000	6.761000	71	1
3	-6	0.320000	6.227000	33	0
8	-7	0.370000	4.423000	20	0
5	-6	0.450000	5.171000	23	0
3	-3	0.310000	8.351000	77	0
7	-1	0.440000	8.311000	82	0
4	-6	0.420000	6.990000	14	0
3	-1	0.220000	5.785000	14	0
3	-3	0.230000	8.133000	84	0
8	-6	0.340000	7.147000	42	0
5	-6	0.420000	7.905000	85	0
8	-2	0.250000	5.769000	46	0
3	-2	0.340000	5.971000	16	0
5	-4	0.450000	5.184000	66	0
6	-4	0.390000	4.897000	87	0
3	-3	0.210000	5.213000	87	0
5	-4	0.450000	4.395000	22	0
8	-5	0.260000	6.285000	15	0
5	-3	0.370000	4.736000	61	0
6	-6	0.310000	6.985000	83	0
6	-7	0.390000	7.560000	75	0
3	-3	0.220000	4.993000	13	0
7	-6	0.330000	5.725000	88	1
5	-3	0.470000	5.859000	64	0
6	-7	0.470000	5.477000	42	1
8	-8	0.230000	8.238000	74	1
5	-6	0.340000	4.535000	21	0
3	-3	0.210000	5.949000	71	0
7	-5	0.350000	6.445000	86	0
5	-8	0.290000	6.183000	27	0
8	-4	0.270000	5.058000	89	1
8	-7	0.270000	8.872000	63	0
5	-5	0.270000	8.695000	12	0
6	-6	0.430000	6.655000	41	0
4	-3	0.340000	7.977000	56	0
8	-6	0.470000	5.406000	61	1
4	-2	0.320000	8.571000	75	0
5	-2	0.300000	4.940000	57	0
6	-6	0.330000	4.922000	49	1
4	-1	0.310000	8.797000	32	0
3	-7	0.420000	5.100000	59	0
4	-4	0.400000	5.903000	89	0
7	-4	0.360000	5.982000	43	0
7	-6	0.470000	4.798000	31	0
4	-4	0.210000	4.158000	17	0
8	-2	0.430000	5.255000	47	0
3	-7	0.410000	6.064000	77	0
8	-4	0.450000	4.618000	86	0
6	-7	0.320000	6.589000	88	0
3	-3	0.270000	5.974000	87	0
4	-5	0.220000	6.203000	52	0
3	-6	0.350000	6.354000	28	0
4	-1	0.230000	7.144000	84	0
4	-4	0.310000	5.034000	25	0
7	-7	0.320000	8.489000	57	0
8	-8	0.240000	4.032000	28	0
5	-4	0.460000	4.544000	65	0
6	-2	0.310000	5.816000	72	0
7	-3	0.330000	6.145000	85	0
4	-6	0.260000	5.472000	84	0
6	-6	0.260000	7.576000	22	0
6	-5	0.460000	5.266000	86	0
5	-8	0.280000	6.637000	87	0
6	-2	0.230000	4.779000	75	0
6	-8	0.230000	4.572000	63	0
4	-8	0.300000	4.067000	79	0
6	-2	0.240000	6.104000	88	0
4	-6	0.220000	8.240000	52	0
3	-4	0.330000	4.945000	62	0
8	-6	0.200000	4.609000	35	0
8	-6	0.270000	4.484000	72	0
3	-7	0.480000	5.200000	40	0
8	-7	0.460000	6.593000	23	0
3	-3	0.470000	8.710000	81	0
4	-4	0.490000	6.933000	76	0
6	-5	0.490000	8.840000	43	0
4	-5	0.270000	5.026000	82	0
3	-3	0.380000	4.240000	11	0
3	-7	0.490000	5.738000	10	0
6	-3	0.380000	8.822000	69	0
4	-3	0.490000	7.857000	68	0
7	-4	0.470000	6.558000	40	0
4	-7	0.410000	6.301000	61	0
3	-4	0.430000	7.010000	16	0
8	-8	0.320000	7.599000	35	0
8	-6	0.320000	7.416000	65	0
4	-2	0.410000	5.726000	68	0
5	-4	0.470000	7.837000	53	0
7	-8	0.280000	7.282000	88	0
4	-2	0.470000	7.269000	60	0
7	-7	0.420000	6.833000	31	0
6	-7	0.350000	4.049000	12	0
6	-6	0.460000	5.583000	10	0
5	-3	0.240000	4.271000	89	0
3	-6	0.250000	8.900000	67	0
6	-5	0.330000	4.258000	48	0
3	-3	0.320000	4.714000	56	0
5	-5	0.390000	6.899000	83	1
4	-7	0.240000	8.128000	89	0
7	-2	0.220000	7.019000	32	0
3	-5	0.460000	8.872000	58	0
3	-1	0.200000	8.002000	32	0
5	-8	0.390000	7.811000	34	0
4	-6	0.350000	8.489000	22	0
4	-1	0.200000	7.220000	28	0
4	-6	0.330000	4.855000	84	0
6	-2	0.390000	7.219000	81	0
4	-6	0.290000	4.912000	38	0
5	-6	0.310000	5.265000	12	0
8	-4	0.310000	7.564000	81	0
7	-8	0.380000	4.933000	78	1
6	-8	0.200000	7.752000	38	0
7	-5	0.230000	8.096000	11	0
3	-3	0.400000	6.775000	36	0
3	-4	0.490000	6.979000	46	0
4	-3	0.260000	4.570000	68	0
5	-4	0.390000	7.194000	44	0
5	-4	0.430000	8.845000	46	0
3	-7	0.310000	8.355000	48	0
3	-3	0.200000	8.902000	67	0
4	-5	0.480000	6.618000	10	0
6	-6	0.310000	6.785000	40	0
6	-2	0.490000	8.141000	75	0
6	-3	0.450000	8.612000	12	0
3	-7	0.290000	7.169000	47	0
3	-5	0.300000	4.497000	37	0
4	-7	0.410000	8.307000	64	0
7	-3	0.360000	8.736000	40	0
3	-7	0.260000	8.960000	37	0
6	-6	0.240000	4.563000	56	0
5	-5	0.400000	6.950000	13	0
5	-4	0.350000	5.099000	80	1
8	-1	0.470000	8.550000	46	0
7	-8	0.340000	4.746000	84	0
4	-4	0.410000	4.623000	41	0
7	-7	0.430000	7.636000	65	1
6	-8	0.230000	4.546000	19	0
8	-7	0.430000	4.743000	43	0
8	-8	0.260000	4.885000	72	0
6	-7	0.330000	6.678000	77	1
5	-5	0.390000	8.810000	62	0
6	-7	0.460000	5.995000	88	0
8	-3	0.240000	4.688000	87	0
3	-2	0.320000	5.445000	10	0
3	-8	0.290000	5.765000	56	0
4	-7	0.380000	6.554000	19	0
8	-5	0.420000	7.596000	68	1
6	-5	0.480000	4.946000	64	1
3	-4	0.290000	4.580000	70	0
6	-7	0.270000	5.562000	30	0
8	-8	0.210000	7.197000	18	0
6	-7	0.390000	8.409000	83	0
3	-2	0.370000	4.022000	22	0
4	-6	0.260000	7.117000	81	0
4	-6	0.390000	4.727000	17	0
5	-5	0.370000	8.237000	18	0
3	-7	0.380000	5.550000	87	0
7	-2	0.290000	6.663000	50	0
5	-7	0.310000	4.485000	23	0
8	-3	0.380000	8.581000	16	0
7	-8	0.250000	5.372000	87	0
8	-8	0.430000	4.249000	43	0
5	-8	0.240000	7.103000	29	0
4	-6	0.240000	8.604000	54	0
4	-4	0.350000	7.847000	24	0
7	-5	0.440000	8.430000	16	0
8	-6	0.210000	5.422000	45	0
4	-8	0.210000	5.222000	73	0
6	-5	0.330000	7.828000	89	0
3	-6	0.490000	7.523000	35	0
3	-4	0.280000	6.023000	22	0
5	-8	0.230000	6.465000	78	0
5	-3	0.410000	5.574000	46	0
6	-2	0.300000	4.969000	39	0
5	-1	0.390000	8.272000	82	0
8	-5	0.330000	8.004000	23	0
4	-3	0.330000	7.431000	70	0
8	-2	0.270000	4.267000	69	0
4	-5	0.360000	5.085000	73	1
5	-6	0.340000	6.655000	26	0
4	-6	0.230000	6.851000	23	0
8	-8	0.470000	7.901000	85	1
8	-3	0.380000	6.528000	89	0
3	-6	0.480000	5.768000	84	1
4	-3	0.460000	7.349000	38	0
7	-8	0.370000	8.649000	12	0
7	-5	0.350000	4.455000	42	0
4	-5	0.290000	4.216000	63	0
6	-2	0.270000	5.004000	53	0
4	-3	0.420000	7.954000	82	0
5	-3	0.420000	7.557000	20	0
5	-3	0.380000	5.113000	54	0
6	-6	0.420000	4.270000	56	1
8	-7	0.450000	7.514000	11	0
8	-6	0.490000	8.741000	71	1
8	-4	0.220000	6.995000	80	0
7	-3	0.300000	7.383000	61	0
7	-8	0.220000	8.706000	36	0
5	-6	0.460000	4.379000	75	0
6	-2	0.390000	8.700000	74	0
3	-5	0.490000	7.023000	38	0
7	-7	0.230000	6.372000	24	0
6	-3	0.210000	7.769000	86	0
7	-8	0.320000	4.479000	56	0
8	-6	0.250000	4.017000	66	0
8	-3	0.410000	8.693000	51	0
3	-4	0.330000	7.140000	84	0
6	-8	0.240000	8.436000	19	0
8	-6	0.460000	4.145000	67	1
6	-8	0.460000	8.556000	74	0
8	-8	0.240000	4.750000	33	0
4	-8	0.310000	6.757000	88	0
3	-5	0.450000	8.998000	82	0
5	-1	0.330000	4.553000	21	0
5	-3	0.290000	5.223000	48	0
7	-7	0.360000	6.823000	81	0
8	-5	0.370000	5.871000	67	0
4	-8	0.280000	4.457000	30	0
7	-8	0.410000	7.081000	86	1
3	-6	0.460000	8.558000	37	0
6	-4	0.390000	7.685000	64	0
5	-5	0.390000	4.609000	31	0
5	-6	0.260000	8.864000	62	0
4	-4	0.370000	5.205000	50	0
4	-5	0.400000	8.030000	23	0
6	-7	0.400000	7.452000	70	1
5	-3	0.300000	5.175000	28	0
7	-8	0.450000	5.620000	17	0
4	-7	0.380000	5.349000	38	0
7	-8	0.340000	8.340000	55	0
3	-7	0.270000	8.054000	75	0
3	-8	0.410000	7.829000	30	0
6	-7	0.230000	8.135000	70	0
7	-6	0.430000	5.452000	72	1
3	-3	0.460000	6.183000	67	0
4	-7	0.350000	6.763000	46	0
8	-2	0.350000	8.704000	14	0
7	-4	0.420000	5.875000	80	0
3	-4	0.200000	6.663000	56	0
3	-1	0.250000	5.598000	87	0
3	-4	0.440000	5.803000	71	0
6	-6	0.360000	8.653000	31	0
8	-4	0.470000	5.356000	80	1
7	-5	0.450000	8.671000	30	0
4	-5	0.280000	6.483000	70	0
7	-4	0.370000	6.874000	51	0
7	-4	0.300000	6.604000	72	0
7	-7	0.300000	6.224000	10	0
8	-6	0.320000	6.733000	34	0
5	-1	0.410000	5.036000	38	0
6	-7	0.370000	5.716000	26	0
8	-5	0.270000	7.827000	70	0
3	-7	0.270000	4.736000	37	0
4	-3	0.200000	6.976000	18	0
5	-7	0.330000	6.718000	12	0
5	-6	0.290000	7.359000	79	0
8	-5	0.340000	6.523000	41	0
4	-7	0.340000	6.350000	30	0
5	-2	0.470000	6.269000	35	0
8	-8	0.430000	6.934000	63	0
6	-8	0.490000	6.811000	19	0
8	-8	0.250000	4.338000	80	0
7	-6	0.250000	6.667000	69	0
4	-5	0.230000	7.657000	30	0
5	-3	0.450000	6.286000	61	0
4	-7	0.480000	6.992000	56	0
5	-5	0.240000	7.284000	48	0
6	-3	0.360000	7.182000	53	0
7	-6	0.350000	6.084000	36	0
5	-2	0.280000	8.313000	57	0
7	-5	0.310000	8.862000	81	0
6	-8	0.240000	8.583000	62	0
3	-7	0.270000	4.146000	87	0
4	-5	0.310000	8.068000	37	0
3	-5	0.440000	8.205000	53	0
8	-5	0.220000	6.875000	11	0
7	-3	0.220000	4.201000	41	0
7	-5	0.470000	4.863000	40	0
5	-2	0.420000	5.328000	17	0
4	-8	0.340000	8.958000	20	0
7	-5	0.470000	4.086000	76	1
7	-4	0.450000	5.082000	37	0
5	-8	0.410000	5.152000	71	0
3	-3	0.370000	5.805000	59	0
6	-2	0.330000	6.495000	46	0
8	-2	0.410000	7.050000	78	0
3	-2	0.240000	4.518000	17	0
4	-8	0.480000	8.830000	42	0
6	-2	0.240000	5.825000	71	0
4	-4	0.390000	4.216000	28	0
4	-6	0.380000	6.505000	17	0
3	-1	0.320000	8.750000	38	0
3	-5	0.220000	6.859000	57	0
6	-2	0.410000	8.958000	88	0
8	-2	0.200000	7.254000	25	0
4	-4	0.200000	4.571000	14	0
7	-6	0.300000	6.262000	23	0
3	-6	0.380000	5.773000	39	0
3	-6	0.260000	6.330000	17	0
5	-7	0.300000	7.770000	48	1
5	-2	0.310000	7.611000	78	0
4	-8	0.290000	8.976000	60	0
3	-5	0.420000	4.094000	36	0
8	-2	0.380000	6.699000	31	0
3	-2	0.380000	6.299000	88	0
4	-3	0.250000	5.566000	39	0
5	-4	0.470000	4.188000	30	0
3	-2	0.230000	6.954000	62	0
6	-1	0.270000	5.703000	81	0
3	-7	0.380000	4.516000	29	0
8	-4	0.430000	5.963000	60	0
6	-6	0.390000	5.852000	43	0
4	-4	0.440000	4.827000	34	0
6	-5	0.370000	6.049000	40	0
3	-7	0.310000	5.213000	68	0
3	-3	0.200000	8.314000	47	0
7	-5	0.370000	6.984000	72	0
3	-8	0.250000	6.476000	74	0
5	-5	0.340000	6.672000	44	0
3	-7	0.300000	4.864000	72	0
7	-8	0.320000	7.678000	45	0
3	-5	0.240000	6.502000	60	0
4	-6	0.210000	7.670000	71	0
5	-3	0.340000	5.311000	47	0
7	-2	0.480000	5.262000	52	0
7	-7	0.260000	8.759000	80	0
5	-3	0.370000	5.242000	38	0
8	-5	0.260000	5.658000	87	0
8	-4	0.280000	8.684000	71	0
8	-7	0.370000	4.467000	34	0
3	-5	0.220000	5.322000	59	0
4	-7	0.330000	4.157000	87	0
6	-4	0.290000	7.115000	63	0
6	-3	0.490000	4.823000	87	1
3	-3	0.400000	8.248000	40	0
5	-3	0.300000	6.353000	59	0
8	-2	0.380000	4.239000	40	0
8	-7	0.320000	8.776000	11	0
8	-6	0.300000	4.373000	69	0
6	-8	0.370000	6.174000	33	0
5	-8	0.250000	5.276000	13	0
3	-6	0.200000	8.412000	40	0
5	-2	0.310000	4.936000	39	0
3	-8	0.270000	8.088000	66	0
5	-5	0.470000	7.308000	36	0
5	-1	0.250000	4.815000	88	0
8	-3	0.210000	7.984000	35	0
7	-2	0.210000	5.290000	64	0
3	-8	0.370000	5.955000	25	0
3	-5	0.430000	7.527000	58	1
7	-2	0.350000	5.579000	29	0
5	-2	0.370000	8.410000	82	0
5	-2	0.200000	6.231000	82	0
3	-4	0.440000	8.091000	68	0
5	-8	0.230000	4.279000	67	0
7	-3	0.310000	5.042000	70	0
7	-3	0.250000	4.784000	11	0
5	-6	0.450000	4.226000	71	0
8	-5	0.490000	5.853000	72	1
8	-5	0.420000	8.093000	13	0
6	-3	0.360000	7.632000	23	0
7	-7	0.210000	5.800000	37	0
5	-2	0.410000	8.141000	80	0
5	-1	0.450000	4.746000	41	0
8	-8	0.390000	4.486000	62	0
4	-4	0.480000	7.775000	25	0
7	-8	0.440000	5.359000	19	0
3	-5	0.460000	8.591000	15	0
5	-4	0.390000	8.286000	35	0
5	-7	0.350000	6.490000	23	0
3	-1	0.310000	4.648000	11	0
8	-8	0.240000	6.886000	71	0
3	-3	0.240000	6.673000	60	0
4	-7	0.490000	5.057000	31	0
3	-7	0.310000	5.383000	71	0
7	-2	0.400000	8.669000	35	0
4	-2	0.340000	5.906000	16	0
6	-7	0.410000	5.619000	82	0
3	-7	0.400000	7.696000	20	0
4	-5	0.280000	4.901000	73	0
3	-2	0.250000	6.033000	44	0
3	-3	0.410000	6.916000	16	0
6	-2	0.430000	7.450000	80	0
6	-5	0.460000	7.983000	64	0
7	-2	0.280000	5.210000	32	0
6	-4	0.360000	8.348000	50	0
8	-7	0.290000	7.282000	27	0
6	-7	0.400000	8.370000	43	0
6	-8	0.230000	8.547000	33	0
5	-5	0.480000	7.691000	87	1
8	-1	0.370000	8.294000	67	0
5	-6	0.350000	6.978000	38	0
6	-5	0.300000	5.142000	26	0
7	-2	0.350000	6.587000	16	0
5	-6	0.280000	8.821000	77	0
7	-5	0.370000	7.090000	40	0
3	-8	0.300000	4.352000	62	0
3	-7	0.440000	8.894000	85	1
3	-2	0.270000	8.053000	59	0
6	-6	0.490000	6.082000	16	0
8	-2	0.490000	5.691000	74	0
8	-2	0.490000	7.785000	52	0
3	-6	0.300000	7.222000	86	0
3	-5	0.470000	8.807000	13	0
7	-2	0.460000	7.116000	43	0
5	-6	0.480000	5.342000	78	1
3	-4	0.370000	5.325000	64	0
5	-8	0.260000	5.929000	44	0
3	-3	0.330000	5.584000	29	0
8	-6	0.480000	6.254000	70	1
8	-7	0.200000	6.591000	56	0
7	-2	0.210000	6.403000	86	0
5	-8	0.360000	7.048000	46	0
3	-3	0.380000	5.093000	30	0
7	-6	0.230000	8.457000	15	0
4	-8	0.210000	4.036000	33	0
8	-7	0.310000	4.085000	73	0
7	-1	0.240000	8.220000	61	0
4	-2	0.400000	8.678000	50	0
5	-7	0.440000	5.123000	81	1
7	-8	0.340000	8.245000	61	0
3	-5	0.430000	8.852000	13	0
4	-5	0.200000	7.498000	11	0
3	-7	0.380000	4.091000	58	0
4	-2	0.250000	6.062000	60	0
4	-2	0.230000	4.937000	82	0
3	-2	0.360000	7.571000	18	0
6	-3	0.230000	6.866000	89	0
3	-6	0.320000	7.665000	13	0
7	-1	0.230000	5.479000	52	0
6	-2	0.480000	4.663000	28	0
7	-6	0.430000	5.090000	43	0
8	-7	0.370000	4.256000	71	1
7	-6	0.220000	5.504000	78	1
7	-3	0.370000	8.861000	10	0
7	-5	0.260000	4.254000	58	0
7	-6	0.470000	6.791000	71	1
3	-5	0.440000	8.149000	13	0
3	-5	0.340000	6.266000	73	0
3	-5	0.220000	6.836000	12	0
3	-3	0.270000	5.387000	61	0
7	-3	0.280000	5.013000	79	0
5	-6	0.270000	7.085000	16	0
3	-5	0.230000	7.775000	84	0
8	-3	0.410000	4.370000	51	0
5	-2	0.390000	5.329000	11	0
4	-7	0.410000	8.591000	87	0
3	-7	0.260000	7.126000	42	0
5	-6	0.400000	4.590000	48	0
5	-8	0.460000	6.738000	33	0
5	-3	0.260000	8.441000	16	0
4	-3	0.330000	4.662000	68	0
4	-3	0.350000	5.354000	22	0
3	-2	0.310000	8.144000	68	0
8	-4	0.210000	8.157000	14	0
4	-5	0.210000	7.961000	83	0
6	-3	0.430000	4.082000	34	0
6	-5	0.390000	8.968000	57	0
6	-7	0.350000	6.342000	41	0
8	-5	0.350000	7.842000	65	0
5	-5	0.310000	5.033000	78	0
8	-8	0.400000	7.923000	19	0
6	-3	0.210000	4.661000	82	0
5	-6	0.410000	7.372000	66	0
3	-2	0.490000	5.645000	30	0
8	-2	0.380000	6.212000	48	0
6	-8	0.250000	7.396000	86	0
5	-3	0.490000	4.273000	32	0
8	-1	0.270000	7.346000	78	0
4	-4	0.260000	8.760000	61	0
4	-6	0.480000	7.361000	11	0
4	-2	0.480000	6.609000	47	0
5	-4	0.200000	7.728000	38	0
7	-2	0.230000	8.270000	62	0
8	-6	0.220000	7.471000	18	0
7	-8	0.230000	4.775000	47	0
3	-7	0.490000	4.822000	28	0
7	-3	0.420000	4.549000	49	0
6	-2	0.400000	5.963000	72	0
7	-3	0.440000	4.879000	62	0
8	-4	0.360000	8.723000	37	0
7	-2	0.210000	8.784000	57	0
5	-4	0.370000	4.264000	47	0
4	-4	0.390000	7.474000	42	0
4	-3	0.300000	6.097000	46	0
3	-8	0.250000	8.187000	16	0
3	-3	0.270000	5.801000	18	0
6	-4	0.280000	4.000000	13	0
3	-7	0.480000	4.205000	78	1
7	-5	0.220000	8.167000	81	0
3	-4	0.290000	4.958000	46	0
3	-5	0.300000	8.983000	31	0
8	-3	0.400000	5.281000	18	0
3	-1	0.300000	7.820000	45	0
5	-2	0.450000	6.155000	16	0
6	-6	0.390000	8.409000	77	0
8	-7	0.220000	8.141000	84	0
6	-6	0.480000	4.933000	61	1
4	-5	0.400000	6.056000	25	0
3	-7	0.300000	8.982000	74	0
8	-2	0.250000	8.819000	56	0
8	-7	0.250000	8.648000	46	0
7	-8	0.400000	4.479000	17	0
3	-4	0.340000	4.233000	38	0
3	-7	0.430000	4.644000	60	1
6	-5	0.490000	7.181000	67	1
8	-8	0.300000	4.309000	72	0
3	-1	0.430000	4.037000	66	0
5	-5	0.370000	8.785000	87	0
3	-7	0.320000	6.920000	34	0
7	-7	0.210000	5.019000	54	0
7	-6	0.350000	7.471000	59	0
7	-2	0.280000	7.201000	40	0
7	-3	0.440000	5.587000	52	0
7	-7	0.280000	4.102000	87	0
7	-3	0.280000	6.229000	25	0
5	-7	0.220000	5.987000	46	0
5	-6	0.440000	6.892000	25	0
6	-4	0.310000	8.288000	74	0
8	-4	0.210000	8.497000	72	0
6	-3	0.290000	6.775000	35	0
7	-2	0.490000	4.468000	19	0
8	-4	0.400000	8.084000	22	0
6	-7	0.380000	6.972000	45	0
